Level 1,Level 2,Level 3,Level 4,Level 5,Content
第8章 查询扩展模型应用实例-面向生物医学文献检索查询理解模型,第6节 实验结果及分析,在实验中，分别基于两组查询集合采用五倍交叉验证训练扩展词排序模型，以获得模型在全部查询上的平均性能，集合的划分是根据查询编号将两组查询分别划分为训练集合、测试集合和验证集合，训练集合用于模型优化和选择，测试集合用于模型性能预测，验证集合用于模型参数选择。实验中给出的评价结果是在五折测试集合上的平均值。,,,
第8章 查询扩展模型应用实例-面向生物医学文献检索查询理解模型,第6节 实验结果及分析,本节实验基于面向生物医学文献检索的扩展词选择方法选择候选扩展词，将扩展词表示为特征向量，训练扩展词排序模型，进行查询扩展，以验证扩展词排序模型的整体性能。在2006和2007查询集合上的实验结果分别如表2和表3所示，其中，对比方法包括：查询似然语言模型（Query Likelihood Language Model，QL）、相关模型（Relevance Model，RM）、词依赖模型（Term Dependency，TD）、基于聚类的生物医学文献检索方法（Cluster-based Model）和基于支持向量机的扩展词分类方法（SVM-QE），查询似然语言模型为本文的基础检索模型，也是本文对比的基准方法。表中本文方法包括：本章提出的融合MeSH的候选扩展词选择方法（TD+MeSH）和基于词项分组的的扩展词排序模型Group-ListMLE。表中分别对本文方法相比于聚类方法和扩展词分类方法SVM-QE的提升情况，进行显著性检验，检验采用双尾t检验（p<0.05），表中“*”表示方法性能提升幅度显著优于聚类方法，“+”表示方法性能提升幅度显著优于SVM-QE方法。,,,
第8章 查询扩展模型应用实例-面向生物医学文献检索查询理解模型,第6节 实验结果及分析,表 2  基于2006查询集合的检索平均准确率评估,,,
第8章 查询扩展模型应用实例-面向生物医学文献检索查询理解模型,第6节 实验结果及分析,表 3  基于2007查询集合的检索平均准确率评估,,,
第8章 查询扩展模型应用实例-面向生物医学文献检索查询理解模型,第6节 实验结果及分析,从表2和表3的实验结果可以看出，本文所提出的基于MeSH的候选扩展词选择方法相比于查询似然语言模型、相关模型和词依赖模型获得了更高的排序准确率，而对比基于聚类的模型，基于MeSH的方法在Document MAP和Passage2 MAP两个指标上具有更高的准确率，这说明融合MeSH信息有助于选择更为相关的候选扩展词，用于后续选择；而本文所提出的基于词项分组的扩展词排序模型能够进一步提升检索准确率，相比于基于SVM分类的方法和候选扩展词选择方法均具有更好的效果。,,,
第8章 查询扩展模型应用实例-面向生物医学文献检索查询理解模型,第6节 实验结果及分析,本章提出一种面向生物医学文献检索的扩展词排序模型。该模型首先基于医学主题词表和词项共现信息选取大量候选扩展词，作为扩展词进一步排序的基础；进而融合查询主题信息对扩展词相关性进行标注，将其作为排序模型训练和优化的目标；同时，分别基于上下文和领域语义资源抽取候选扩展词特征，将所有候选扩展词表示为特征向量，作为扩展词排序模型训练的输入；在扩展词排序模型的构建中，提出一种基于词项分组的扩展词排序模型，该模型对词项样本空间进一步划分，以优化排序的准确程度。本章实验基于TREC基因文献检索数据集展开，实验结果表明所提出的基于词项分组的扩展词排序模型能够有效提升生物医学文献检索的整体性能，实验中还分别对比了不同扩展词选择方法、不同相关性标注策略、不同扩展词特征集合和不同模型在候选扩展词排序准确率方面的差异，从不同角度验证了本文方法的有效性。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,工程科学作为技术科学，关系着随着科研活动的发展，工程科学的形成大体分为三种类型：生产实践、科学发现和学科分化。工程科学的发展状况，将直接关系到国家实力和福利的基础，技术与科学的研究是国家富强的关键，工程科学最重要的本质是将基础科学中的真理转换为人类福利的实际方法的技能，如何更好的加强工程学科的发展，发掘出工程学科潜在的规律，促进工程学科更快发展壮大，有利于我国国际影响力的进一步提升。工程学科作为工程领域研究人员的智慧结晶，凝结了长久以来的科研成果，是工程科学的智慧之果。工程学是将各种自然科学、数学和技术原理应用到社会生产部门中形成的各学科的总称。但我国作为快速发展的发展中国家，工程科学的发展深受一些因素的制约，阻碍了我国从生产制造大国迈进生产制造强国行列中。因此探究出阻碍我国工程科学发展缓慢的因素，寻找出促进工程科学发展的内在方法尤为重要。本文采取从学科交叉的角度入手，探究出工程学科及其交叉学科的内在联系，为提高我国工程科学水平给出建设性意见。,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,随着科学家科研活动的展开，科学家从事科研工作的活动从专注于单一学科到逐步拓宽至多个学科，而学科之间的内在交叉，也影响着科研活动的开展，学科的发展呈现出两种趋势，一种是由整体学科逐步细化，划分成专业领域性更强的精细专业，另一种趋势是由于科学技术的进步，社会对于多学科综合运用来解决实际需求的需要，不同学科领域之间的联系变的更加紧密，学科相互交叉而形成全新的学科领域。工程学科作为众多学科中的一员，学科交叉也渗入其中。如何定量的确定学科之间联系的紧密程度，揭示学科交叉的发展现状，探究工程学科及其关联学科的内在联系对建设工程制造强国有着不可言喻的重要性。 ,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,学科交叉是社会发展以及学科自身发展需求从而诞生的综合性科学活动，学科交叉是形成交叉学科的前提，交叉学科是学科交叉而产生的结果。学科交叉是科学新的生长点、新的科学前沿，科学成果往往诞生于学科交叉领域。交叉科学是自然科学、社会科学、人文科学等学科门类之间发生的外部学科交叉以及内部学科交叉形成的综合性、系统性的知识体系。交叉的学科不断发展大大地推动了科学进步，因此学科交叉研究体现了科学向综合性发展的趋势。针对科学界学科的迅猛发展以及高校合作的加强，学科已打破以往的壁垒，学科的融合也诞生出全新的学科。,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,本文通过对SCIE中收录的工程学科核心期刊进行统计分析，采用向量空间模型进行度量，揭示工程学科内部交叉与外部交叉特征，进而发现国际工程学科与其他学科交叉发展的内在规律。,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第1节 数据来源与研究方法,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第1节 数据来源与研究方法,1数据来源,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第1节 数据来源与研究方法,1数据来源,本文对于学科交叉的研究，采用以美国科学情报研究所（ISI）的数据库平台（Web of Science）中的期刊引用报告（Journal Citation Reports）为基础。Web of Science（WOS）是美国Thomson Reuters 公司基于Web平台开发的产品，是全球最大、覆盖学科最多的综合性学术信息资源，截止2015年收录了全球各个研究领域11 398本最具影响力的、经过同行专家评审的高质量核心期刊，因此采用该数据库收录的核心期刊进行研究，更具有科学性。Web of Science的Journal Citation Reports按照学科共计划分了234类，其中工程包括工程学科18类。Web of Science 每年均会发布一版期刊分类报告，从1997—2015年，本文使用的是最新的2015年的学科划分数据。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第1节 数据来源与研究方法,1数据来源,登录WOS数据库，进入JCR(Journal Citation Reports)模块，以2015年为基础，按照Categories By Rank排序逐一下载，即可获得全部234类学科收录核心期刊信息。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第1节 数据来源与研究方法,1数据来源,本文研究过程中将Web of Science中所有带“ENGINEERING”的学科融合为一个整体，命名为总工程学科，用来计算它与其他学科的相似度。Web of Science 的Journal Citation Reports 234类学科中共计有18个类别含有“Engineering”即“工程学”（分别是1.电气电子工程 2.化学工程 3.机械工程4.土木工程 5.工程科学多学科 6.生物医学工程 7.环境工程 8.工业工程 9.制造工程 10.地质工程 11.航天航空工程 12.石油工程13.船舶工程14.海洋工程 15.农业工程16.计算机科学软件工程。17.细胞组织工程.18冶金工程）。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,SCI /SSCI 期刊并不唯一地归入一个 JCR主题类，有的期刊同时归入多个 JCR 主题类， 这类期刊称为“交叉期刊”[12]。本文先采用学科收录交叉期刊逐一比对的方法，统计出234个学科收录交叉期刊的分布情况，接着以不同学科收录交叉期刊的数量作为基底，运用向量空间模型来计算学科交叉程度。Porter 和 Rafols提出在科学领域用向量空间模型作为指标之一，来计算相似度的方法[13]，该相关性度量方法广泛应用于信息检索中，但在学科相关性衡量方面应用较少，采用向量空间模型可以很好的度量学科之间的相关程度。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,为了衡量学科之间的相关性大小，本文首先基于学科间的交叉性定义学科交叉向量，用于学科的交叉性表示。学科所收录核心期刊的动机，皆为该期刊对该学科的发展有着重要的作用，与该期刊是否为另一个学科的核心期刊无关；同一学科所收录的所有核心期刊对于本学科的贡献是等同的，对于该学科来说，皆为同一性质的期刊，以上述观点为基础进行学科交叉向量的具体构造以及学科相似度的计算。由于向量空间模型可以很好用于数据的表示，而且早已被广泛应用于计算数据的相似度，因此本文采用向量空间模型表示学科，进而计算学科之间的相似度，以空间向量的夹角大小来判断学科相似度大小，从而定量确定学科交叉程度。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,整体学科交叉分析建模，对234类学科进行建模，探究各个学科之间的关联性。学科的研究基础向量由该学科与其他学科交叉期刊数量构成，即为了衡量A学科与B学科之间的交叉程度，本文借助C学科，将A与C学科之间的交叉期刊数作为一个指标，B与C学科之间的交叉期刊数作为一个指标，将这两个指标运用向量空间模型进行表示，从而得出A学科与B学科之间的相似度大小。具体构造方式如表1示例所示：,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,表1	 学科向量示例,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,学科被表示成234维度的特征向量，每一个维度所对应的特征值为该学科与其他学科的共有核心期刊数目占其他学科核心期刊总数的百分比。并且所有学科的每一个维度对应的学科是一致的。在表1中，经济学学科被表示成234个维度的向量，每一个维度对应于234个学科，维度值是该学科与其他学科交叉的核心期刊数量占其他学科核心期刊总数的百分比，如无交叉核心期刊，该维度对应的特征值为0。对于学科交叉向量本文采用空间向量间夹角的余弦值进行计算，计算方法如公式（1）所示：,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,  （1）,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,x，y为任意两个学科X，Y为学科基础关系向量，cxj为学科x与学科j的收录交叉期刊百分比数，t为学科数目，这里是234个，这里j是指与x重复收录相同期刊的学科（包括x本身）。计算结果为大于等于0小于等于1的正数，当两个向量完全一致时结果为1，向量相似度越大，则Cosine方法计算结果就越高。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,工程学科内部交叉性分析建模，为准确度量出工程学科内部交叉程度的具体数值，本文仍然采用向量空间模型，但针对工程学科研究进行了一些改进，仅以总工程学科及其18个子学科作为向量空间模型的维度，每一维度对应于18个工程学科及总工程学科，维度值是该学科与其他学科交叉的核心期刊数量占其他学科核心期刊总数的百分比，如无交叉核心期刊，该维度对应的特征值为0。向量定义如表2所示,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,表2 工程学科内部交叉向量示例,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,工程学科与其他学科交叉性分析建模，为探究工程学科与外部其他学科间的联系，对工程学科向量进行拓展，以总工程学科及其他234个学科作为学科向量的维度，将235维的学科向量命名为工程学科总向量，其中总向量的每一维度的维度值为该学科与其他学科交叉期刊总数占其他学科期刊总数的百分比，具体构造方法如表3 所示，以1139本期刊作为工程学科收录期刊，工程学科被表示成为235个维度的向量，以工程学科与其他学科交叉期刊数占其他学科期刊总数的比值作为每个维度的维度值。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,表3 工程学科总向量示例,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,2研究方法,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,1学科收录核心期刊情况,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,1学科收录核心期刊情况,"在科学领域，通常将某一学科内交叉期刊数占该学科收录的所有核心期刊数的百分比( Multi -assignation Percentage , %M , 交叉百分比)作为衡量该学科的交叉性指标之一。图1给出了234个学科的交叉百分比分布情况。",,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,1学科收录核心期刊情况,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,1学科收录核心期刊情况,图1 学科交叉分布情况,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,1学科收录核心期刊情况,从图1可以看出，交叉期刊比例处于80%—90%的学科最多，共计有46个，占所有学科的19. 7%，而交叉期刊比例处于0%—10%的学科最少，只有1个，占所有学科的0. 4%，整体上，大部分交叉期刊比例均大于50%（共计178个学科，占所有学科的76. 1%），可见整体上期刊交叉百分比处于较高的范围中，学科交叉已经相当普遍。与早期的学科交叉状况相比，目前学科的交错融合在原有的基础上，进一步向前迈进，交叉程度与范围更加深远，跨度更加广泛。可以认为，未来学科将会进入新纪元，学科间的壁垒将不复存在，而如何准确把握学科的交叉程度，将关系到科研活动以及学术研究的开展。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,2基于核心期刊学科交叉情况,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,2基于核心期刊学科交叉情况,Web of Science的Journal Citation Reports 划分的234类学科，共计收录了11 398本期刊，其中234类学科之间存在大量交叉期刊的情况，具体如图2所示,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,2基于核心期刊学科交叉情况,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,2基于核心期刊学科交叉情况,图2交叉期刊统计图,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,2基于核心期刊学科交叉情况,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,2基于核心期刊学科交叉情况,如图2所示，交叉学科数量为1的期刊数有6 298本，即Web of Science的Journal Citation Reports收录的期刊中有6 298本期刊只被本学科收录，另外存在5 100本期刊属于交叉期刊，交叉学科数量为2次以上，Web of Science的Journal Citation Reports收录的期刊共计有44. 74%被多个学科收录，交叉期刊数量之多，表明学科之间已经存在着很大程度的交叉。特别的，有8本期刊同时被6类学科收录，这8本期刊分别是1.JOURNAL OF CHEMOMETRICS 2.ADVANCED MATERIALS 3.EUROPEAN JOURNAL OF CANCER CARE 4.CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS 5.Disability and Health Journal 6.NANO LETTERS 7.Small 8.ADVANCED FUNCTIONAL MATERIALS。按照中科院SCI期刊分区（2016版本），这8类期刊中工程技术方向有5本，医学方向有2本，化学方向有1本，初步可见在工程技术领域，学科交叉的现象较为普遍，后文对工程学科进行单独分析也发现了这一现象。同时，交叉学科数量为1的6 298本核心期刊不属于交叉期刊，只被单独学科收录，表明这些期刊更具有针对性，对于研究特定领域的科研问题，查询这些期刊所收录的文献更便于科研人员获取相关知识。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,3学科之间的交叉程度分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,3学科之间的交叉程度分析,为进一步研究学科交叉程度，通过统计每个学科交叉的学科数量，得到学科交叉情况统计结果如图3所示：,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,3学科之间的交叉程度分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,3学科之间的交叉程度分析,图3 学科交叉情况统计图,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,3学科之间的交叉程度分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第2节 学科整体交叉性分析,3学科之间的交叉程度分析,图3中可以看出，Web of Science 划分的234类学科中，学科不与其他学科交叉的学科数量为0个，即不存在某一学科收录的所有期刊只属于自身学科。从统计图的分布可见，与4个学科交叉的学科最多，共计有96个，至少与3个学科存在交叉的学科共计有202个，占所有学科总数的86. 3%。由此可见，如今学科已不仅仅是与一至两个学科存在交叉，而大多是与3个以上的学科存在交叉，这种多学科相互交叉的现象表明，学科之间存在紧密的联系。图中显示交叉学科数量为3个以下的学科仅有32个，并且无交叉的学科为0个，从整体上看，学科发展似乎已经打破独立发展的学科壁垒，探寻出学科间的相互依赖将会是推进未来学科融合大趋势的捷径。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,工程学科作为科学发展的奠基石，对国家和社会都有着不可磨灭的影响力。本研究中将18个工程学子学科合并在一起，构成总工程学科，分别对构成总工程学科的18个子学科间的交叉性以及总工程学科与其它学科的交叉性进行研究。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,统计总工程学科内部期刊交叉期刊，如图4所示，交叉期刊数仅有126本，仅占工程学科收录期刊总数的11. 06%，同时期刊最多同时被三种学科收录，该类期刊共计有9本，分别为CHINA OCEAN ENGINEERING、IEEE JOURNAL OF OCEANIC ENGINEERING、INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING、OCEAN ENGINEERING、COMBUSTION AND FLAME、SOLDERING & SURFACE MOUNT TECHNOLOGY、ATOMIZATION AND SPRAYS、IEEE-ASME TRANSACTIONS ON MECHATRONICS、RESEARCH IN ENGINEERING DESIGN。同时，18个工程学科中收录期刊最多的学科为电信电子工程，共计收录257本期刊，收录期刊最少的为海洋工程、船舶工程和农业工程三个学科，均只收录了14本期刊，18个学科每个学科平均收录63. 28本期刊。从以上统计结果可以初步得出，工程学科内部交叉现象并不明显，不同工程学科之间的学科壁垒仍然严峻，学科之间的交流与合作程度较低。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,图 4 总工程学科交叉期刊统计图,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,对18个工程学科收录的期刊进行统计分析，发现工程学科共计收录1 139本期刊，其中有351本期刊仅被工程学科收录，这351本期刊对于工程学科领域而言属于专属期刊，本文称这351本期刊为工程学科专属集期刊。工程学科专属集期刊是针对性极强的专业领域期刊，因此本文对这351本期刊进行进一步的统计分析，得到工程学科专属集期刊统计图，如图5所示。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,图5 工程学科专属集期刊统计图,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,351本专属集期刊中，有305本期刊仅被单一工程学科收录，44本期刊被两个工程学科收录，2本期刊被3个工程学科收录。工程学科专属集期刊已经是针对性极强的专业领域期刊，但其内部仍然存在着交叉，工程学科的学科交叉不容小觑。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,根据总工程学科内部交叉性分析模型，计算总工程学科内部交叉性，得到结果如表4所示：,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,表4 工程学科内部相似度排名前10的学科对,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,如表4所示，工程学科内部相似度最高的学科为土木工程与海洋工程，相似度为0. 53。web of science的Journal Citation Reports学科分类中，海洋工程仅收录了14本期刊，其中8本期刊与土木工程交叉，交叉期刊占海洋工程期刊总数的57%，对于海洋工程来说，土木工程是其不可缺失的合作对象。为准确捕获工程学科内部交叉情况，本文使用Gephi可视化软件对工程学科交叉进行透视，以18个工程学科及总工程学科为节点，以学科间的相似度作为连线的权重，设定相似度阈值为0. 10，得到工程学科关系图。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,图6 工程学科内部关系图,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,图6中，节点的大小表示节点度的大小，节点越大则度越大，节点间的连线粗细表示学科相似度的大小，相似度越大则连线越粗，节点的颜色相同则表示节点度也相同。本文发现存在三个工程学科仅与总工程学科存在联系，而不与任何工程学科存在联系，这三个学科分别是农业工程、冶金工程和航空工程(蓝色节点)，可见这三个学科的发展与其他学科联系并非十分紧密。本文发现除总工程学科外，仅机械工程学科的度达到7，即工程学科与6个其他工程学科存在联系，其余学科的关联度均不足7，可见工程学科内部，学科的交叉现象并非十分普遍，虽然学科均称之为工程学科，但是学科间并非均存在紧密联系，工程学科内部的学科壁垒现象依旧明显。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,1 总工程学科内部交叉性分析,这启示我们即使学科发展至今，学科不断融合交融，但针对于工程学科内部而言，学科壁垒仍然是无法逾越的鸿沟，这阻碍了工程学科的进步，对促进工程学科发展而言，打破工程学科内部学科间的壁垒是加快工程学科发展的有力武器。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,2 工程学科与其他学科交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,2 工程学科与其他学科交叉性分析,采用18个学科所组成总工程学科构造工程学科总向量，并进行学科相似性计算，计算出总工程学科与其他234学科相似性值如下表5所示。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,2 工程学科与其他学科交叉性分析,表5 总工程学科与其他学科相似度,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,2 工程学科与其他学科交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,2 工程学科与其他学科交叉性分析,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第3节 工程学科交叉性分析,2 工程学科与其他学科交叉性分析,表5列出了与总工程学科相似度值最高的前20学科，如表中所示，建筑与建筑技术、交通科学技术这两个学科排名分别位列第6与第17，与工程学科存在较大的相关性，而在本文的工程学科18个子学科中并不包含这两个学科，而在文献[15-17]中，将这两个学科划分成了工程学科，可见本文采用的学科相似度判定方法具有较强的科学性。除此之外，通过工程学总向量挖掘出的余下18个学科对于工程学科交叉领域的研究也具有相当重要的意义。本文发现，能源燃料学科与总工程学科相似度最大，相似度值为0.32，并且其余17个学科与工程学科也存在很强的相关性，可以认定这些学科可作为工程学科进行管理，将更加有利于促进这些学科以及工程学科的发展。工程科学与基础科学、技术科学之间存在着密切的联系，在推动科学事业进步中奠定着坚实的基础。而与工程学科相似度最高的这前二十个学科，除了工程学科自身学科外，电信、材料科学跨学科应用、热力学等学科对于工程学科的发展也提供了巨大的帮助，若要提高工程学科的发展水平，加强工程学科内部建设的同时，注重电信、物理应用、热力学、建筑与建筑技术、计算机科学跨学科应用等相关学科的协调发展，将更利于学科发展。,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,根据学科间的相似性，可以将234个学科划分成多个学科群，学科群内部的学科间具有较高相似性，与其他学科相似性较小。为更好的识别出工程学科与其他学科潜在的规律，本文采用Gephi可视化软件对所有学科相似度进行数据透视。将Web of Science 的JCR分类中所有234个学科以及总工程学科作为节点，计算所有学科间的相似度，作为学科间的连线权重，绘制出235个学科（包含融合后的工程学科）相互间的关系图谱，以向量空间模型计算出的相似度作为学科节点连线的权重，设定相似度阈值为0. 2，采用复杂网络社区探测算法对学科群进行识别，共计识别出47个社区，以工程学科群为核心社区，过滤掉不相关社区后得到与工程学科群相关社区，网络图谱如图7所示。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,图7 工程学科群网络图,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,图7中不同颜色代表不同的学科群，不同节点代表不同学科，节点间连线的粗细表示联系的紧密程度，节点大小则表示节点重要程度。本文发现与工程学科群存在紧密联系的学科为环境科学、细胞生物学、心理学、计算机科学、应用物理、数学应用和公众健康学7个学科群。学科群相互通过一个或多个节点产生联系，我们称连接两个学科群的节点为桥梁节点，如工程科学学科群与计算机科学学科群以电气电子工程、电信等学科作为桥梁节点形成紧密联系；工程科学学科群与数学应用学科群间则以工程科学多学科这一学科门类作为桥梁节点形成紧密联系。学科群间产生联系的形式分为三类：1.单节点联系、多节点联系、双类型节点联系。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,单节点联系指学科群间主要通过某单一节点产生联系，如图7中的工程科学与细胞生物学主要通过细胞工程这一节点产生联系；工程科学与公众健康学主要以计算机科学跨学科应用这一节点产生联系；工程科学与数学应用主要以工程科学多学科这一节点产生联系；工程科学与心理学主要以运筹管理学这一节点产生联系。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,多节点联系指学科群间通过多个桥梁节点产生联系，如图7中的工程学科与环境科学通过土木工程、海洋学、地质工程等多个学科作为桥梁节点产生联系；工程学科与应用物理通过工程科学多学科、化学应用、电器电子工程等多个学科作为桥梁节点产生联系。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,双类型节点联系指学科群间主要通过某一中心节点产生联系，同时也通过多个次级节点产生联系。如图7中的工程学科与计算机科学，通过电气电子工程这一中心节点产生联系的同时，也通过计算机科学硬件体系结构、电信学、计算机科学信息系统等次级节点产生直接联系。,,,
第9章 向量空间模型应用实例-基于web of science 分类的工程学科交叉性研究,第4节 工程学科群分析,以上三种联系方式构成工程学科群与其关联学科群间的紧密联系，形成了学科群间的交互融合。,,,
